setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
2.69, 2.87, -7.22, -37.66, 2.50
2.69, 2.85, -7.27, -48.42, 2.54
2.69, 2.83, -7.34, -32.28, 2.50
2.69, 2.81, -7.36, -37.66, 2.46
2.69, 2.79, -7.41, -48.42, 2.50
2.69, 2.77, -7.43, -40.35, 2.50
2.69, 2.75, -7.48, -37.66, 2.50
2.69, 2.74, -7.48, 48.42, 2.51
2.69, 2.72, -7.53, 648.29, 2.52
2.94, 2.70, -7.53, 1038.34, 2.46
2.94, 2.69, -7.53, 2636.20, 2.55
2.94, 2.70, -7.48, 2238.08, 2.59
2.94, 2.70, -7.31, 1455.29, 2.46
2.94, 2.71, -7.15, 928.05, 2.40
2.94, 2.73, -6.76, 597.18, 2.54
2.94, 2.74, -6.43, 376.60, 2.46
2.94, 2.76, -5.80, 250.17, 2.56
2.94, 2.78, -5.32, 174.85, 2.44
2.94, 2.80, -4.51, 129.12, 2.50
2.94, 2.82, -3.93, 83.39, 2.51
2.94, 2.84, -2.95, 64.56, 2.50
2.94, 2.86, -2.25, 61.87, 2.52
2.94, 2.87, -1.20, 43.04, 2.48
2.94, 2.89, -0.46, -75.32, 2.51
2.94, 2.91, 0.60, -656.36, 2.49
2.94, 2.93, 1.27, -1049.10, 2.50
2.94, 2.94, 2.18, -1178.22, 2.49
2.94, 2.94, 2.71, -1081.38, 2.50
2.94, 2.95, 3.33, -839.28, 2.52
3.04, 2.95, 3.67, -562.21, 2.50
3.04, 2.95, 3.98, 1544.06, 2.50
3.04, 2.95, 4.12, 1444.53, 2.50
3.04, 2.97, 4.22, 960.33, 2.50
3.04, 2.98, 4.24, 616.01, 2.54
3.04, 3.00, 4.27, 371.22, 2.46
3.04, 3.01, 4.27, -225.96, 2.49
3.04, 3.03, 4.24, -720.92, 2.50
3.04, 3.04, 4.22, -960.33, 2.52
3.04, 3.05, 4.15, -1022.20, 2.48
3.04, 3.05, 4.10, -839.28, 2.50
3.04, 3.05, 3.98, -648.29, 2.50
3.04, 3.05, 3.91, -414.26, 2.50
3.04, 3.05, 3.81, -180.23, 2.50
3.04, 3.05, 3.74, -51.11, 2.53
3.04, 3.05, 3.62, 51.11, 2.48
3.04, 3.04, 3.53, 107.60, 2.52
3.04, 3.04, 3.33, 147.95, 2.49
3.04, 3.04, 3.17, 142.57, 2.49
3.04, 3.04, 2.88, 110.29, 2.50
2.99, 3.04, 2.64, 61.87, 2.50
2.99, 3.04, 2.28, -1511.78, 2.56
2.99, 3.03, 2.01, -1388.04, 2.54
2.99, 3.02, 1.61, -589.11, 2.45
2.99, 3.01, 1.32, 121.05, 2.45
2.99, 3.00, 0.91, 524.55, 2.53
2.99, 2.99, 0.62, 707.47, 2.47
2.99, 2.98, 0.22, 766.65, 2.50
2.99, 2.98, 0.00, 634.84, 2.50
2.99, 2.98, -0.34, 451.92, 2.50
2.99, 2.98, -0.53, 274.38, 2.51
2.99, 2.98, -0.77, 134.50, 2.49
2.99, 2.98, -0.89, 21.52, 2.50
2.99, 2.98, -1.03, -45.73, 2.50
2.99, 2.99, -1.13, -48.42, 2.61
2.99, 2.99, -1.20, -110.29, 2.42
2.99, 2.99, -1.22, -86.08, 2.52
2.99, 2.99, -1.20, -91.46, 2.50
2.99, 2.99, -1.13, -16.14, 2.50
2.99, 2.99, -1.01, -18.83, 2.45
2.88, 2.99, -0.91, -5.38, 2.51
2.88, 2.98, -0.74, -1498.33, 2.49
2.88, 2.98, -0.65, -1371.90, 2.50
2.88, 2.96, -0.55, -917.29, 2.50
2.88, 2.95, -0.55, -599.87, 2.50
2.88, 2.93, -0.62, -390.05, 2.50
2.88, 2.92, -0.70, 26.90, 2.50
2.88, 2.90, -0.91, 599.87, 2.50
2.88, 2.89, -1.10, 954.95, 2.53
2.88, 2.88, -1.41, 1070.62, 2.47
2.88, 2.87, -1.63, 963.02, 2.51
2.88, 2.87, -1.92, 710.16, 2.48
2.88, 2.87, -2.11, 451.92, 2.50
2.88, 2.87, -2.35, 274.38, 2.50
2.88, 2.87, -2.47, 75.32, 2.50
2.88, 2.88, -2.61, -59.18, 2.50
2.88, 2.88, -2.66, -110.29, 2.50
2.88, 2.88, -2.64, -156.02, 2.50
2.88, 2.88, -2.59, -123.74, 2.50
2.88, 2.88, -2.42, -99.53, 2.49
3.85, 2.88, -2.25, -80.70, 2.50
3.85, 2.88, -1.97, 1506.40, 2.50
3.85, 2.89, -1.75, 1398.80, 2.51
3.85, 2.90, -1.39, 938.81, 2.48
3.85, 2.92, -1.15, 605.25, 2.50
3.85, 2.93, -0.72, 395.43, 2.50
3.85, 2.95, -0.43, 260.93, 2.50
3.85, 2.97, 0.02, 172.16, 2.56
3.85, 2.99, 0.34, 126.43, 2.44
3.85, 3.01, 0.82, 99.53, 2.50
3.85, 3.03, 1.18, 67.25, 2.58
3.85, 3.04, 1.70, 53.80, 2.43
3.85, 3.06, 2.06, 51.11, 2.55
3.85, 3.08, 2.64, 40.35, 2.60
3.85, 3.10, 3.02, 32.28, 2.38
3.85, 3.12, 3.62, 34.97, 2.46
3.85, 3.14, 4.00, 34.97, 2.53
3.85, 3.16, 4.51, 24.21, 2.55
3.85, 3.18, 4.84, 29.59, 2.48
3.85, 3.20, 5.25, 34.97, 2.43
2.35, 3.22, 5.52, 24.21, 2.50
2.35, 3.23, 5.85, -2937.48, 2.50
2.35, 3.23, 6.02, -2784.15, 2.50
2.35, 3.23, 6.16, -1848.03, 2.50
2.35, 3.22, 6.16, -1199.74, 2.51
2.35, 3.21, 6.04, -766.65, 2.50
2.35, 3.19, 5.85, -503.03, 2.50
2.35, 3.17, 5.44, -333.56, 2.52
2.35, 3.16, 5.08, -217.89, 2.49
2.35, 3.14, 4.46, -156.02, 2.53
2.35, 3.12, 3.96, -123.74, 2.46
2.35, 3.10, 3.12, -99.53, 2.53
2.35, 3.08, 2.49, -69.94, 2.50
2.35, 3.06, 1.51, -64.56, 2.50
2.35, 3.04, 0.82, -64.56, 2.49
2.35, 3.03, -0.22, -48.42, 2.50
2.35, 3.01, -0.91, -45.73, 2.52
2.35, 2.99, -1.87, -51.11, 2.46
2.35, 2.97, -2.47, -48.42, 2.55
2.35, 2.95, -3.26, -37.66, 2.45
3.22, 2.93, -3.72, -48.42, 2.53
3.22, 2.91, -4.34, 2932.10, 2.47
3.22, 2.91, -4.68, 2784.15, 2.51
3.22, 2.91, -5.06, 1858.79, 2.53
3.22, 2.93, -5.20, 1162.08, 2.45
3.22, 2.94, -5.23, 731.68, 2.50
3.22, 2.95, -5.16, 473.44, 2.50
3.22, 2.97, -4.87, 314.73, 2.50
3.22, 2.99, -4.58, 217.89, 2.49
3.22, 3.01, -4.03, 156.02, 2.55
3.22, 3.03, -3.57, 102.22, 2.45
3.22, 3.04, -2.78, 75.32, 2.56
3.22, 3.06, -2.21, 67.25, 2.47
3.22, 3.08, -1.27, 51.11, 2.48
3.22, 3.10, -0.60, 37.66, 2.49
3.22, 3.12, 0.41, 40.35, 2.51
3.22, 3.14, 1.08, 40.35, 2.49
3.22, 3.16, 2.01, 26.90, 2.55
3.22, 3.17, 2.59, 0.00, 2.44
3.22, 3.20, 3.36, -548.76, 2.50
3.06, 3.21, 3.81, -1011.44, 2.50
3.06, 3.22, 4.39, -2644.27, 2.53
3.06, 3.22, 4.68, -2275.74, 2.46
3.06, 3.21, 4.96, -1490.26, 2.50
3.06, 3.20, 5.06, -952.26, 2.50
3.06, 3.18, 5.01, -618.70, 2.50
3.06, 3.17, 4.87, -406.19, 2.72
3.06, 3.15, 4.51, -277.07, 2.31
3.06, 3.13, 4.20, -201.75, 2.51
3.06, 3.11, 3.57, -145.26, 2.49
3.06, 3.10, 3.09, 37.66, 2.50
3.06, 3.08, 2.28, 607.94, 2.50
3.06, 3.07, 1.68, 946.88, 2.46
3.06, 3.06, 0.74, 1180.91, 2.54
3.06, 3.05, 0.12, 1057.17, 2.58
3.06, 3.05, -0.43, 844.66, 2.39
3.06, 3.05, -1.22, 570.28, 2.50
3.06, 3.05, -1.82, 303.97, 2.50
3.06, 3.05, -2.16, 131.81, 2.50
3.06, 3.05, -2.47, -26.90, 2.50
2.57, 3.06, -2.59, -123.74, 2.52
2.57, 3.06, -2.66, -1689.32, 2.48
2.57, 3.05, -2.64, -1509.09, 2.50
2.57, 3.04, -2.54, -997.99, 2.50
2.57, 3.02, -2.47, -645.60, 2.52
2.57, 3.01, -2.35, -425.02, 2.50
2.57, 2.99, -2.28, -306.66, 2.47
2.57, 2.97, -2.23, -212.51, 2.51
2.57, 2.95, -2.25, -145.26, 2.54
2.57, 2.94, -2.30, -115.67, 2.45
2.57, 2.92, -2.47, -83.39, 2.50
2.57, 2.89, -2.73, -78.01, 2.50
2.57, 2.87, -2.95, -56.49, 2.50
2.57, 2.86, -3.36, -51.11, 2.52
2.57, 2.84, -3.67, -56.49, 2.48
2.57, 2.82, -4.15, -43.04, 2.50
2.57, 2.80, -4.46, -43.04, 2.49
2.57, 2.78, -4.75, -40.35, 2.50
2.57, 2.76, -5.18, -48.42, 2.50
2.57, 2.74, -5.44, -40.35, 2.50
3.41, 2.72, -5.78, -43.04, 2.51
3.41, 2.71, -6.00, 2490.94, 2.49
3.41, 2.70, -6.24, 2765.32, 2.55
3.41, 2.71, -6.33, 2020.19, 2.45
3.41, 2.71, -6.35, 1272.37, 2.50
3.41, 2.73, -6.21, 731.68, 2.50
3.41, 2.74, -6.02, 473.44, 2.50
3.41, 2.76, -5.59, 312.04, 2.50
3.41, 2.78, -5.23, 215.20, 2.50
3.41, 2.80, -4.56, 153.33, 2.53
3.41, 2.82, -4.05, 102.22, 2.49
3.41, 2.83, -3.19, 75.32, 2.47
3.41, 2.86, -2.57, 67.25, 2.52
3.41, 2.87, -1.56, 48.42, 2.50
3.41, 2.89, -0.84, 34.97, 2.56
3.41, 2.91, -0.12, 32.28, 2.41
3.41, 2.93, 0.91, 40.35, 2.54
3.41, 2.95, 1.89, 24.21, 2.48
3.41, 2.97, 2.49, 32.28, 2.49
3.41, 2.99, 3.29, 32.28, 2.56
3.14, 3.01, 3.74, 26.90, 2.44
3.14, 3.03, 4.17, -898.46, 2.50
3.14, 3.04, 4.72, 199.06, 2.57
3.14, 3.06, 5.18, 212.51, 2.46
3.14, 3.08, 5.42, 161.40, 2.46
3.14, 3.10, 5.76, -10.76, 2.53
3.14, 3.11, 5.95, -449.23, 2.47
3.14, 3.13, 6.16, -1003.37, 2.54
3.14, 3.14, 6.28, -1121.73, 2.53
3.14, 3.14, 6.35, -1086.76, 2.43
3.14, 3.15, 6.38, -868.87, 2.50
3.14, 3.15, 6.35, -616.01, 2.50
3.14, 3.15, 6.24, -341.63, 2.50
3.14, 3.14, 6.00, -150.64, 2.53
3.14, 3.14, 5.78, 21.52, 2.48
3.14, 3.14, 5.42, 83.39, 2.50
3.14, 3.14, 5.16, 153.33, 2.54
3.14, 3.14, 4.68, 153.33, 2.47
3.14, 3.14, 4.36, 142.57, 2.49
3.14, 3.14, 4.00, 88.77, 2.50
2.99, 3.14, 3.48, 45.73, 2.54
2.99, 3.14, 3.12, -1280.44, 2.46
2.99, 3.13, 2.59, -1538.68, 2.50
2.99, 3.12, 2.25, -1041.03, 2.50
2.99, 3.11, 1.73, -677.88, 2.50
2.99, 3.09, 1.39, -451.92, 2.50
2.99, 3.07, 0.89, -279.76, 2.50
2.99, 3.06, 0.55, -212.51, 2.50
2.99, 3.04, 0.02, -123.74, 2.50
2.99, 3.02, -0.31, 287.83, 2.50
2.99, 3.01, -0.86, 798.93, 2.49
2.99, 2.99, -1.22, 1089.45, 2.50
2.99, 2.98, -1.75, 1113.66, 2.50
2.99, 2.98, -2.09, 936.12, 2.50
2.99, 2.98, -2.54, 712.85, 2.50
2.99, 2.98, -2.81, 425.02, 2.50
2.99, 2.98, -3.12, 153.33, 2.51
2.99, 2.98, -3.26, 34.97, 2.50
2.99, 2.98, -3.36, -83.39, 2.50
2.99, 2.99, -3.31, -123.74, 2.56
3.22, 2.99, -3.24, -169.47, 2.44
3.22, 2.99, -3.12, 1377.28, 2.50
3.22, 3.00, -2.83, 1213.19, 2.59
3.22, 3.01, -2.45, 790.86, 2.45
3.22, 3.03, -2.13, 562.21, 2.49
3.22, 3.05, -1.58, 333.56, 2.50
3.22, 3.06, -1.20, 234.03, 2.51
3.22, 3.08, -0.58, 164.09, 2.50
3.22, 3.10, -0.17, 107.60, 2.47
3.22, 3.11, 0.24, 80.70, 2.49
3.22, 3.13, 0.86, 64.56, 2.50
3.22, 3.15, 1.29, 59.18, 2.50
3.22, 3.17, 1.92, 37.66, 2.54
3.22, 3.19, 2.54, -430.40, 2.49
3.22, 3.21, 2.97, -922.67, 2.50
3.22, 3.22, 3.55, -1081.38, 2.48
3.22, 3.23, 3.91, -1094.83, 2.52
3.22, 3.23, 4.20, -1000.68, 2.50
3.22, 3.23, 4.56, -650.98, 2.52
3.22, 3.23, 4.75, -435.78, 2.46
3.68, 3.23, 4.80, -263.62, 2.48
3.68, 3.23, 4.80, 1630.14, 2.50
3.68, 3.24, 4.70, 1546.75, 2.50
3.68, 3.25, 4.58, 1006.06, 2.50
3.68, 3.26, 4.41, 648.29, 2.50
3.68, 3.28, 4.29, 419.64, 2.49
3.68, 3.30, 4.10, 269.00, 2.51
3.68, 3.32, 3.96, 177.54, 2.52
3.68, 3.33, 3.86, 131.81, 2.48
3.68, 3.35, 3.81, 94.15, 2.55
3.68, 3.37, 3.81, 75.32, 2.44
3.68, 3.39, 3.84, 67.25, 2.50
3.68, 3.41, 3.98, 45.73, 2.50
3.68, 3.43, 4.12, 43.04, 2.51
3.68, 3.45, 4.41, 43.04, 2.50
3.68, 3.47, 4.65, 34.97, 2.48
3.68, 3.48, 5.01, 26.90, 2.53
3.68, 3.51, 5.25, 34.97, 2.50
3.68, 3.52, 5.59, 32.28, 2.50
3.68, 3.55, 5.88, 26.90, 2.50
3.08, 3.56, 6.04, 34.97, 2.53
3.08, 3.58, 6.21, -2469.42, 2.47
3.08, 3.58, 6.40, -2765.32, 2.52
3.08, 3.58, 6.47, -2004.05, 2.47
3.08, 3.57, 6.47, -1307.34, 2.50
3.08, 3.56, 6.38, -847.35, 2.50
3.08, 3.54, 6.09, -556.83, 2.50
3.08, 3.52, 5.64, -322.80, 2.54
3.08, 3.51, 5.25, -234.03, 2.46
3.08, 3.49, 4.82, -166.78, 2.50
3.08, 3.47, 4.08, -131.81, 2.50
3.08, 3.45, 3.50, -102.22, 2.50
3.08, 3.44, 2.59, -72.63, 2.50
3.08, 3.41, 1.58, -69.94, 2.56
3.08, 3.39, 0.89, -53.80, 2.48
3.08, 3.37, -0.17, -45.73, 2.46
3.08, 3.35, -0.84, -51.11, 2.53
3.08, 3.34, -1.51, -51.11, 2.50
3.08, 3.32, -2.40, -45.73, 2.46
3.08, 3.30, -2.95, -37.66, 2.53
3.07, 3.28, -3.67, -45.73, 2.48
3.07, 3.26, -4.08, -45.73, 2.52
3.07, 3.24, -4.65, -37.66, 2.47
3.07, 3.22, -4.96, -40.35, 2.49
3.07, 3.20, -5.40, -48.42, 2.51
3.07, 3.18, -5.64, -34.97, 2.49
3.07, 3.16, -5.95, -45.73, 2.51
3.07, 3.14, -6.21, -40.35, 2.52
3.07, 3.13, -6.38, -37.66, 2.44
3.07, 3.10, -6.57, 279.76, 2.60
3.07, 3.09, -6.69, 807.00, 2.48
3.07, 3.08, -6.79, 1086.76, 2.45
3.07, 3.07, -6.88, 1194.36, 2.55
3.07, 3.06, -6.91, 1054.48, 2.48
3.07, 3.06, -6.86, 801.62, 2.49
3.07, 3.06, -6.79, 527.24, 2.49
3.07, 3.06, -6.59, 301.28, 2.49
3.07, 3.06, -6.40, 78.01, 2.50
3.07, 3.07, -6.07, -37.66, 2.50
3.07, 3.07, -5.78, -139.88, 2.51
2.84, 3.07, -5.32, -121.05, 2.50
2.84, 3.07, -4.99, -1404.18, 2.50
2.84, 3.06, -4.46, -1455.29, 2.51
2.84, 3.05, -4.10, -1051.79, 2.47
2.84, 3.04, -3.62, -683.26, 2.50
2.84, 3.02, -3.33, -446.54, 2.50
2.84, 3.01, -3.00, -295.90, 2.50
2.84, 2.99, -2.85, -215.20, 2.50
2.84, 2.97, -2.73, -164.09, 2.50
2.84, 2.95, -2.73, -110.29, 2.51
2.84, 2.93, -2.83, -86.08, 2.49
2.84, 2.91, -2.97, -78.01, 2.50
2.84, 2.89, -3.24, -64.56, 2.50
2.84, 2.87, -3.48, 347.01, 2.50
2.84, 2.86, -3.88, 879.63, 2.52
2.84, 2.84, -4.32, 1159.39, 2.51
2.84, 2.84, -4.56, 1164.77, 2.48
2.84, 2.83, -4.80, 957.64, 2.49
2.84, 2.83, -5.04, 667.12, 2.50
2.84, 2.83, -5.13, 400.81, 2.55
3.23, 2.84, -5.16, 145.26, 2.50
3.23, 2.84, -5.11, 1137.87, 2.48
3.23, 2.85, -4.92, 1299.27, 2.50
3.23, 2.86, -4.72, 893.08, 2.48
3.23, 2.87, -4.32, 578.35, 2.50
3.23, 2.89, -3.98, 373.91, 2.50
3.23, 2.91, -3.33, 242.10, 2.50
3.23, 2.93, -2.85, 164.09, 2.51
3.23, 2.94, -2.06, 123.74, 2.50
3.23, 2.97, -1.20, 75.32, 2.53
3.23, 2.98, -0.62, 59.18, 2.53
3.23, 3.00, -0.05, 53.80, 2.43
3.23, 3.02, 0.79, 51.11, 2.55
3.23, 3.04, 1.34, 37.66, 2.48
3.23, 3.06, 2.13, 29.59, 2.48
3.23, 3.08, 2.64, 34.97, 2.52
3.23, 3.10, 3.36, 21.52, 2.53
3.23, 3.12, 3.81, 21.52, 2.45
3.23, 3.13, 4.39, 26.90, 2.48
3.23, 3.15, 4.72, 32.28, 2.51
2.99, 3.17, 5.18, 18.83, 2.50
2.99, 3.19, 5.44, -2926.72, 2.50
2.99, 3.19, 5.78, -2585.09, 2.51
2.99, 3.19, 5.90, -1866.86, 2.51
2.99, 3.18, 5.97, -1207.81, 2.49
2.99, 3.16, 5.92, -782.79, 2.49
2.99, 3.15, 5.68, -513.79, 2.49
2.99, 3.13, 5.42, -344.32, 2.50
2.99, 3.11, 4.92, -234.03, 2.49
2.99, 3.10, 4.48, -158.71, 2.50
2.99, 3.08, 3.76, -115.67, 2.50
2.99, 3.06, 3.21, -102.22, 2.50
2.99, 3.04, 2.30, -78.01, 2.50
2.99, 3.02, 1.65, 217.89, 2.50
2.99, 3.01, 0.62, 777.41, 2.50
2.99, 2.99, -0.05, 1119.04, 2.50
2.99, 2.98, -1.06, 1121.73, 2.70
2.99, 2.98, -1.89, 919.98, 2.34
2.99, 2.97, -2.37, 761.27, 2.48
2.99, 2.97, -2.76, 511.10, 2.50
2.64, 2.98, -3.17, 239.41, 2.50
2.64, 2.98, -3.36, -1635.52, 2.50
2.64, 2.97, -3.50, -1581.72, 2.49
2.64, 2.96, -3.55, -1054.48, 2.50
2.64, 2.94, -3.55, -637.53, 2.61
2.64, 2.93, -3.55, -449.23, 2.39
2.64, 2.91, -3.50, -306.66, 2.50
2.64, 2.89, -3.48, -217.89, 2.52
2.64, 2.87, -3.45, -147.95, 2.48
2.64, 2.85, -3.45, -110.29, 2.56
2.64, 2.84, -3.50, -94.15, 2.44
2.64, 2.82, -3.60, -78.01, 2.54
2.64, 2.80, -3.76, -56.49, 2.46
2.64, 2.78, -3.96, -53.80, 2.53
2.64, 2.76, -4.27, -59.18, 2.54
2.64, 2.74, -4.53, -43.04, 2.46
2.64, 2.72, -4.92, -43.04, 2.53
2.64, 2.70, -5.18, -48.42, 2.44
2.64, 2.68, -5.54, 80.70, 2.56
2.64, 2.67, -5.76, 640.22, 2.44
3.22, 2.65, -6.04, 1043.72, 2.51
3.22, 2.64, -6.19, 2609.30, 2.50
3.22, 2.64, -6.33, 2063.23, 2.52
3.22, 2.65, -6.33, 1336.93, 2.57
3.22, 2.66, -6.24, 944.19, 2.43
3.22, 2.68, -6.09, 607.94, 2.50
3.22, 2.70, -5.71, 395.43, 2.50
3.22, 2.71, -5.37, 260.93, 2.48
3.22, 2.73, -4.75, 169.47, 2.50
3.22, 2.75, -4.24, 121.05, 2.55
3.22, 2.77, -3.43, 94.15, 2.47
3.22, 2.79, -2.83, 67.25, 2.50
3.22, 2.81, -1.85, 48.42, 2.48
3.22, 2.82, -1.15, 45.73, 2.50
3.22, 2.84, -0.10, 43.04, 2.51
3.22, 2.87, 0.91, 32.28, 2.52
3.22, 2.88, 1.56, 29.59, 2.49
3.22, 2.90, 2.18, 34.97, 2.48
3.22, 2.92, 3.00, 26.90, 2.50
3.22, 2.94, 3.50, 24.21, 2.50
3.26, 2.96, 4.17, 32.28, 2.51
3.26, 2.98, 4.56, 26.90, 2.49
3.26, 3.00, 5.06, 21.52, 2.50
3.26, 3.02, 5.35, 26.90, 2.50
3.26, 3.04, 5.71, 24.21, 2.54
3.26, 3.06, 5.95, 18.83, 2.45
3.26, 3.08, 6.21, 24.21, 2.50
3.26, 3.09, 6.38, 32.28, 2.50
3.26, 3.11, 6.59, 18.83, 2.53
3.26, 3.14, 6.76, 29.59, 2.51
3.26, 3.15, 6.86, 29.59, 2.46
3.26, 3.17, 6.95, 21.52, 2.49
3.26, 3.19, 7.05, 24.21, 2.50
3.26, 3.21, 7.12, 29.59, 2.50
3.26, 3.23, 7.19, -357.77, 2.50
3.26, 3.24, 7.24, -868.87, 2.50
3.26, 3.26, 7.29, -1132.49, 2.50
3.26, 3.26, 7.27, -1102.90, 2.53
3.26, 3.27, 7.22, -936.12, 2.46
3.26, 3.27, 7.12, -737.06, 2.51
3.77, 3.27, 6.93, -470.75, 2.50
3.77, 3.27, 6.76, 1535.99, 2.50
3.77, 3.28, 6.45, 1385.35, 2.52
3.77, 3.29, 6.21, 981.85, 2.52
3.77, 3.30, 5.88, 634.84, 2.47
3.77, 3.32, 5.66, 406.19, 2.50
3.77, 3.34, 5.35, 269.00, 2.50
3.77, 3.35, 5.18, 188.30, 2.52
3.77, 3.37, 4.94, 137.19, 2.51
3.77, 3.39, 4.82, 91.46, 2.44
3.77, 3.41, 4.70, 67.25, 2.56
3.77, 3.43, 4.65, 59.18, 2.46
3.77, 3.45, 4.70, 48.42, 2.47
3.77, 3.47, 4.77, 29.59, 2.50
3.77, 3.49, 4.96, 34.97, 2.51
3.77, 3.51, 5.13, 40.35, 2.49
3.77, 3.53, 5.42, 24.21, 2.55
3.77, 3.55, 5.61, 24.21, 2.47
3.77, 3.56, 5.88, 32.28, 2.54
3.77, 3.58, 6.04, 24.21, 2.46
2.96, 3.60, 6.28, 21.52, 2.49
2.96, 3.62, 6.40, -2902.51, 2.49
2.96, 3.62, 6.57, -2770.70, 2.49
2.96, 3.62, 6.62, -1880.31, 2.50
2.96, 3.61, 6.57, -1197.05, 2.50
2.96, 3.59, 6.43, -774.72, 2.50
2.96, 3.58, 6.12, -511.10, 2.50
2.96, 3.56, 5.80, -336.25, 2.53
2.96, 3.55, 5.23, -242.10, 2.48
2.96, 3.53, 4.77, -169.47, 2.50
2.96, 3.51, 4.00, -115.67, 2.52
2.96, 3.49, 3.43, -94.15, 2.47
2.96, 3.47, 2.49, -80.70, 2.50
2.96, 3.45, 1.82, -56.49, 2.50
2.96, 3.43, 0.77, -53.80, 2.50
2.96, 3.41, 0.05, -59.18, 2.50
2.96, 3.39, -0.98, -48.42, 2.50
2.96, 3.37, -1.63, -37.66, 2.50
2.96, 3.35, -2.52, -45.73, 2.50
2.96, 3.33, -3.05, -45.73, 2.50
3.22, 3.32, -3.76, -37.66, 2.50
3.22, 3.30, -4.17, 903.84, 2.50
3.22, 3.28, -4.70, -293.21, 2.51
3.22, 3.27, -5.01, -309.35, 2.53
3.22, 3.25, -5.37, 78.01, 2.46
3.22, 3.23, -5.59, 661.74, 2.53
3.22, 3.22, -5.83, 957.64, 2.47
3.22, 3.21, -5.97, 1078.69, 2.55
3.22, 3.21, -6.07, 906.53, 2.49
3.22, 3.21, -6.09, 737.06, 2.48
3.22, 3.21, -6.02, 476.13, 2.50
3.22, 3.21, -5.92, 277.07, 2.47
3.22, 3.21, -5.68, 88.77, 2.50
3.22, 3.21, -5.49, -13.45, 2.50
3.22, 3.21, -5.11, -67.25, 2.55
3.22, 3.21, -4.84, -131.81, 2.46
3.22, 3.22, -4.39, -126.43, 2.49
3.22, 3.22, -4.05, -134.50, 2.53
3.22, 3.22, -3.55, -91.46, 2.54
3.22, 3.22, -3.21, -32.28, 2.47
2.69, 3.22, -2.71, -13.45, 2.46
2.69, 3.21, -2.40, -1457.98, 2.52
2.69, 3.21, -1.99, -1371.90, 2.52
2.69, 3.19, -1.75, -928.05, 2.49
2.69, 3.18, -1.53, -607.94, 2.46
2.69, 3.16, -1.44, -406.19, 2.50
2.69, 3.14, -1.44, -269.00, 2.50
2.69, 3.13, -1.49, -182.92, 2.50
2.69, 3.11, -1.68, -137.19, 2.52
2.69, 3.09, -1.85, -110.29, 2.52
2.69, 3.07, -2.16, -86.08, 2.49
2.69, 3.05, -2.42, -64.56, 2.47
2.69, 3.03, -2.83, -59.18, 2.54
2.69, 3.01, -3.14, -61.87, 2.46
2.69, 2.99, -3.65, -43.04, 2.56
2.69, 2.97, -3.98, -43.04, 2.44
2.69, 2.96, -4.46, -51.11, 2.49
2.69, 2.94, -4.77, -40.35, 2.50
2.69, 2.92, -5.20, -40.35, 2.50
2.69, 2.90, -5.44, -45.73, 2.51
3.06, 2.88, -5.78, -43.04, 2.50
3.06, 2.86, -6.00, 2921.34, 2.51
3.06, 2.86, -6.24, 2746.49, 2.51
3.06, 2.86, -6.33, 1815.75, 2.47
3.06, 2.87, -6.33, 1175.53, 2.49
3.06, 2.89, -6.24, 753.20, 2.50
3.06, 2.90, -5.95, 489.58, 2.50
3.06, 2.92, -5.66, 314.73, 2.51
3.06, 2.94, -5.11, 207.13, 2.49
3.06, 2.96, -4.65, 147.95, 2.50
3.06, 2.97, -3.88, 112.98, 2.51
3.06, 2.99, -3.33, 78.01, 2.50
3.06, 3.01, -2.40, 2.69, 2.50
3.06, 3.03, -1.73, -462.68, 2.51
3.06, 3.05, -0.67, -911.91, 2.50
3.06, 3.06, 0.00, -1162.08, 2.50
3.06, 3.06, 0.98, -1102.90, 2.55
3.06, 3.07, 1.56, -938.81, 2.47
3.06, 3.07, 2.28, -637.53, 2.55
3.06, 3.07, 2.64, -384.67, 2.46
2.74, 3.07, 3.05, -147.95, 2.47
2.74, 3.06, 3.21, -1328.86, 2.53
2.74, 3.05, 3.31, -1205.12, 2.46
2.74, 3.04, 3.26, -809.69, 2.53
2.74, 3.03, 3.05, -529.93, 2.47
2.74, 3.01, 2.81, -349.70, 2.49
2.74, 2.99, 2.33, -242.10, 2.50
2.74, 2.97, 1.94, -180.23, 2.50
2.74, 2.95, 1.25, -131.81, 2.50
2.74, 2.93, 0.50, -91.46, 2.50
2.74, 2.91, 0.00, -80.70, 2.51
2.74, 2.90, -0.53, -72.63, 2.51
2.74, 2.88, -1.29, -56.49, 2.52
2.74, 2.86, -1.80, -48.42, 2.45
2.74, 2.84, -2.54, -51.11, 2.55
2.74, 2.82, -3.02, -45.73, 2.48
2.74, 2.80, -3.69, -37.66, 2.54
2.74, 2.78, -4.10, 207.13, 2.43
2.74, 2.76, -4.63, 782.79, 2.50
2.74, 2.75, -4.94, 1137.87, 2.50
3.42, 2.74, -5.32, 1197.05, 2.51
3.42, 2.74, -5.52, 2157.38, 2.49
3.42, 2.74, -5.71, 1807.68, 2.50
3.42, 2.75, -5.71, 1194.36, 2.51
3.42, 2.76, -5.61, 769.34, 2.54
3.42, 2.78, -5.44, 497.65, 2.44
3.42, 2.80, -5.04, 333.56, 2.50
3.42, 2.84, -3.79, 129.12, 6.13
