setpoint [rad], position [rad], velocity [rad/s],acceleration [rad/s^2], current [mA], delta_t [ms]
3.09, 3.10, -2.37,nan, -69.94, 2.57
2.55, 3.09, -2.21,nan, -48.42, 2.45
2.55, 3.09, -1.89,nan, -1514.47, 2.49
2.55, 3.08, -1.70,nan, -1385.35, 2.53
2.55, 3.07, -1.44,nan, -928.05, 2.47
2.55, 3.06, -1.32,nan, -594.49, 2.51
2.55, 3.04, -1.25,nan, -398.12, 2.50
2.55, 3.03, -1.25,nan, -260.93, 2.50
2.55, 3.01, -1.34,nan, -180.23, 2.50
2.55, 2.99, -1.49,nan, -134.50, 2.50
2.55, 2.97, -1.75,nan, -112.98, 2.51
2.55, 2.95, -1.97,nan, -91.46, 2.56
2.55, 2.94, -2.21,nan, -78.01, 2.42
2.55, 2.92, -2.64,nan, -61.87, 2.50
2.55, 2.89, -3.12,nan, -69.94, 2.52
2.55, 2.88, -3.45,nan, -53.80, 2.50
2.55, 2.86, -3.96,nan, -53.80, 2.49
2.55, 2.84, -4.29,nan, -61.87, 2.53
2.55, 2.82, -4.77,nan, -53.80, 2.47
2.55, 2.80, -5.04,nan, -45.73, 2.53
2.55, 2.78, -5.30,nan, -43.04, 2.46
3.32, 2.76, -5.66,nan, -53.80, 2.53
3.32, 2.74, -5.95,nan, 2967.07, 2.49
3.32, 2.74, -6.09,nan, 2746.49, 2.49
3.32, 2.75, -6.24,nan, 1786.16, 2.50
3.32, 2.76, -6.24,nan, 1221.26, 2.50
3.32, 2.77, -6.07,nan, 694.02, 2.51
3.32, 2.79, -5.88,nan, 438.47, 2.50
3.32, 2.81, -5.44,nan, 287.83, 2.51
3.32, 2.82, -5.06,nan, 201.75, 2.50
3.32, 2.84, -4.41,nan, 147.95, 2.52
3.32, 2.86, -3.91,nan, 102.22, 2.47
3.32, 2.88, -3.05,nan, 78.01, 2.51
3.32, 2.89, -2.45,nan, 64.56, 2.48
3.32, 2.92, -1.44,nan, 64.56, 2.50
3.32, 2.93, -0.74,nan, 59.18, 2.50
3.32, 2.95, 0.29,nan, 43.04, 2.52
3.32, 2.97, 0.98,nan, 45.73, 2.48
3.32, 2.99, 1.94,nan, 43.04, 2.52
3.32, 3.01, 2.52,nan, 37.66, 2.49
3.32, 3.03, 3.29,nan, 43.04, 2.50
3.92, 3.05, 3.74,nan, 45.73, 2.51
3.92, 3.07, 4.34,nan, 34.97, 2.51
3.92, 3.09, 4.68,nan, 37.66, 2.48
3.92, 3.10, 4.99,nan, 40.35, 2.50
3.92, 3.12, 5.40,nan, 40.35, 2.55
3.92, 3.14, 5.64,nan, 40.35, 2.44
3.92, 3.16, 5.95,nan, 34.97, 2.50
3.92, 3.18, 6.19,nan, 43.04, 2.51
3.92, 3.20, 6.33,nan, 34.97, 2.50
3.92, 3.22, 6.52,nan, 37.66, 2.51
3.92, 3.24, 6.62,nan, 43.04, 2.50
3.92, 3.26, 6.76,nan, 37.66, 2.50
3.92, 3.28, 6.83,nan, 34.97, 2.51
3.92, 3.29, 6.95,nan, 43.04, 2.48
3.92, 3.31, 7.00,nan, 43.04, 2.50
3.92, 3.33, 7.05,nan, 40.35, 2.50
3.92, 3.35, 7.12,nan, 32.28, 2.50
3.92, 3.37, 7.17,nan, 37.66, 2.50
3.92, 3.39, 7.22,nan, 45.73, 2.50
3.92, 3.41, 7.24,nan, 34.97, 2.56
3.39, 3.43, 7.27,nan, 43.04, 2.44
3.39, 3.44, 7.31,nan, -3168.82, 2.50
3.39, 3.44, 7.29,nan, -2566.26, 2.50
3.39, 3.44, 7.24,nan, -1700.08, 2.49
3.39, 3.43, 7.07,nan, -597.18, 2.54
3.39, 3.42, 6.88,nan, -34.97, 2.47
3.39, 3.41, 6.47,nan, 454.61, 2.50
3.39, 3.40, 6.16,nan, 594.49, 2.49
3.39, 3.39, 5.59,nan, 683.26, 2.50
3.39, 3.39, 5.18,nan, 564.90, 2.50
3.39, 3.39, 4.53,nan, 414.26, 2.50
3.39, 3.39, 4.10,nan, 260.93, 2.51
3.39, 3.39, 3.43,nan, 83.39, 2.53
3.39, 3.39, 3.00,nan, 21.52, 2.46
3.39, 3.39, 2.33,nan, -40.35, 2.51
3.39, 3.39, 1.70,nan, -88.77, 2.51
3.39, 3.39, 1.37,nan, -67.25, 2.51
3.39, 3.39, 0.94,nan, -48.42, 2.49
3.39, 3.39, 0.72,nan, -40.35, 2.52
3.39, 3.39, 0.50,nan, -13.45, 2.49
2.52, 3.39, 0.41,nan, -2.69, 2.49
2.52, 3.39, 0.31,nan, -1519.85, 2.50
2.52, 3.39, 0.26,nan, -1390.73, 2.50
2.52, 3.38, 0.22,nan, -997.99, 2.50
2.52, 3.36, 0.12,nan, -642.91, 2.50
2.52, 3.34, 0.00,nan, -416.95, 2.50
2.52, 3.33, -0.19,nan, -279.76, 2.47
2.52, 3.31, -0.48,nan, -193.68, 2.54
2.52, 3.29, -0.72,nan, -137.19, 2.48
2.52, 3.27, -1.10,nan, -99.53, 2.50
2.52, 3.26, -1.41,nan, -83.39, 2.49
2.52, 3.24, -1.73,nan, -75.32, 2.50
2.52, 3.22, -2.23,nan, -75.32, 2.49
2.52, 3.20, -2.57,nan, -56.49, 2.51
2.52, 3.18, -3.12,nan, -56.49, 2.49
2.52, 3.16, -3.48,nan, -61.87, 2.50
2.52, 3.14, -4.03,nan, -56.49, 2.50
2.52, 3.12, -4.36,nan, -48.42, 2.50
2.52, 3.10, -4.84,nan, -56.49, 2.51
2.52, 3.09, -5.11,nan, -53.80, 2.49
2.81, 3.07, -5.49,nan, -45.73, 2.49
2.81, 3.05, -5.80,nan, -34.97, 2.51
2.81, 3.03, -5.97,nan, -72.63, 2.51
2.81, 3.01, -6.21,nan, -59.18, 2.50
2.81, 2.99, -6.35,nan, -59.18, 2.50
2.81, 2.97, -6.55,nan, -61.87, 2.50
2.81, 2.95, -6.64,nan, -61.87, 2.50
2.81, 2.93, -6.79,nan, -48.42, 2.51
2.81, 2.91, -6.86,nan, -59.18, 2.49
2.81, 2.89, -6.95,nan, -56.49, 2.50
2.81, 2.88, -7.00,nan, -53.80, 2.50
2.81, 2.85, -7.07,nan, 75.32, 2.51
2.81, 2.84, -7.12,nan, 583.73, 2.50
2.81, 2.82, -7.17,nan, 979.16, 2.49
2.81, 2.81, -7.19,nan, 1154.01, 2.50
2.81, 2.81, -7.19,nan, 1076.00, 2.48
2.81, 2.80, -7.12,nan, 782.79, 2.51
2.81, 2.80, -6.95,nan, 532.62, 2.50
2.81, 2.81, -6.81,nan, 314.73, 2.54
2.81, 2.81, -6.62,nan, 164.09, 2.45
2.47, 2.81, -6.28,nan, -10.76, 2.63
2.47, 2.81, -5.88,nan, -1753.88, 2.42
2.47, 2.80, -5.56,nan, -1659.73, 2.46
2.47, 2.79, -5.25,nan, -1116.35, 2.49
2.47, 2.78, -4.82,nan, -720.92, 2.50
2.47, 2.76, -4.41,nan, -430.40, 2.58
2.47, 2.74, -4.17,nan, -314.73, 2.43
2.47, 2.72, -3.88,nan, -190.99, 2.54
2.47, 2.71, -3.74,nan, -145.26, 2.45
2.47, 2.69, -3.67,nan, -115.67, 2.52
2.47, 2.67, -3.62,nan, -83.39, 2.51
2.47, 2.66, -3.65,nan, -72.63, 2.47
2.47, 2.64, -3.81,nan, -64.56, 2.50
2.47, 2.62, -3.96,nan, -69.94, 2.50
2.47, 2.60, -4.27,nan, -61.87, 2.50
2.47, 2.58, -4.51,nan, -51.11, 2.51
2.47, 2.56, -4.89,nan, -59.18, 2.54
2.47, 2.54, -5.16,nan, -61.87, 2.45
2.47, 2.52, -5.49,nan, -45.73, 2.55
2.47, 2.50, -5.71,nan, 174.85, 2.45
2.82, 2.49, -6.00,nan, 788.17, 2.50
2.82, 2.47, -6.21,nan, 2902.51, 2.52
2.82, 2.47, -6.31,nan, 2412.93, 2.49
2.82, 2.48, -6.33,nan, 1546.75, 2.49
2.82, 2.49, -6.26,nan, 965.71, 2.50
2.82, 2.51, -6.12,nan, 607.94, 2.50
2.82, 2.52, -5.76,nan, 390.05, 2.50
2.82, 2.54, -5.44,nan, 260.93, 2.50
2.82, 2.56, -4.84,nan, 188.30, 2.50
2.82, 2.58, -4.36,nan, 139.88, 2.50
2.82, 2.59, -3.55,nan, 96.84, 2.50
2.82, 2.62, -2.97,nan, 75.32, 2.50
2.82, 2.63, -2.01,nan, 69.94, 2.50
2.82, 2.65, -1.34,nan, 59.18, 2.51
2.82, 2.67, -0.29,nan, 43.04, 2.50
2.82, 2.69, 0.74,nan, 53.80, 2.53
2.82, 2.71, 1.39,nan, 45.73, 2.52
2.82, 2.73, 2.01,nan, 40.35, 2.43
2.82, 2.75, 2.85,nan, 37.66, 2.50
2.82, 2.77, 3.60,nan, 45.73, 2.53
3.09, 2.79, 4.03,nan, -298.59, 2.52
3.09, 2.80, 4.41,nan, -78.01, 2.47
3.09, 2.82, 4.92,nan, 153.33, 2.50
3.09, 2.84, 5.20,nan, 131.81, 2.49
3.09, 2.86, 5.56,nan, 107.60, 2.50
3.09, 2.87, 5.78,nan, 78.01, 2.50
3.09, 2.89, 6.04,nan, 59.18, 2.50
3.09, 2.92, 6.19,nan, 61.87, 2.50
3.09, 2.94, 6.40,nan, 45.73, 2.51
3.09, 2.96, 6.57,nan, 48.42, 2.50
3.09, 2.97, 6.67,nan, 51.11, 2.52
3.09, 2.99, 6.79,nan, 43.04, 2.47
3.09, 3.01, 6.83,nan, 37.66, 2.52
3.09, 3.03, 6.93,nan, 45.73, 2.48
3.09, 3.05, 6.98,nan, -69.94, 2.50
3.09, 3.07, 7.05,nan, -594.49, 2.58
3.09, 3.08, 7.10,nan, -1003.37, 2.48
3.09, 3.09, 7.12,nan, -1105.59, 2.49
3.09, 3.10, 7.12,nan, -1067.93, 2.46
3.09, 3.10, 7.05,nan, -801.62, 2.53
3.06, 3.10, 6.95,nan, -589.11, 2.47
3.06, 3.10, 6.81,nan, -1557.51, 2.49
3.06, 3.09, 6.52,nan, -809.69, 2.50
3.06, 3.08, 6.26,nan, -231.34, 2.50
3.06, 3.07, 5.80,nan, 236.72, 2.50
3.06, 3.06, 5.44,nan, 492.27, 2.49
3.06, 3.06, 4.82,nan, 613.32, 2.50
3.06, 3.05, 4.39,nan, 581.04, 2.50
3.06, 3.05, 3.69,nan, 481.51, 2.51
3.06, 3.05, 3.24,nan, 336.25, 2.49
3.06, 3.05, 2.57,nan, 185.61, 2.49
3.06, 3.05, 2.13,nan, 32.28, 2.50
3.06, 3.06, 1.56,nan, -32.28, 2.50
3.06, 3.06, 1.22,nan, -32.28, 2.50
3.06, 3.06, 0.79,nan, -78.01, 2.50
3.06, 3.06, 0.55,nan, -56.49, 2.50
3.06, 3.06, 0.29,nan, -56.49, 2.53
3.06, 3.06, 0.17,nan, -34.97, 2.47
3.06, 3.06, 0.07,nan, -2.69, 2.49
3.06, 3.06, 0.02,nan, -2.69, 2.53
3.51, 3.06, 0.00,nan, 0.00, 2.49
3.51, 3.06, 0.02,nan, 1635.52, 2.51
3.51, 3.07, 0.05,nan, 1275.06, 2.50
3.51, 3.08, 0.12,nan, 828.52, 2.54
3.51, 3.10, 0.19,nan, 527.24, 2.51
3.51, 3.11, 0.31,nan, 384.67, 2.44
3.51, 3.12, 0.53,nan, 252.86, 2.50
3.51, 3.14, 0.70,nan, 169.47, 2.51
3.51, 3.16, 1.01,nan, 126.43, 2.49
3.51, 3.18, 1.25,nan, 102.22, 2.52
3.51, 3.20, 1.65,nan, 78.01, 2.48
3.51, 3.22, 1.94,nan, 61.87, 2.51
3.51, 3.24, 2.42,nan, 59.18, 2.49
3.51, 3.26, 2.95,nan, 48.42, 2.53
3.51, 3.27, 3.31,nan, 40.35, 2.50
3.51, 3.29, 3.65,nan, 45.73, 2.48
3.51, 3.31, 4.17,nan, 48.42, 2.53
3.51, 3.33, 4.51,nan, 40.35, 2.46
3.51, 3.35, 4.94,nan, 34.97, 2.53
3.51, 3.37, 5.20,nan, 43.04, 2.48
3.43, 3.39, 5.56,nan, 45.73, 2.50
3.43, 3.40, 5.78,nan, -1420.32, 2.51
3.43, 3.42, 6.02,nan, -825.83, 2.64
3.43, 3.43, 6.16,nan, -815.07, 2.34
3.43, 3.43, 6.26,nan, -747.82, 2.52
3.43, 3.43, 6.28,nan, -672.50, 2.49
3.43, 3.43, 6.24,nan, -451.92, 2.54
3.43, 3.43, 6.16,nan, -271.69, 2.44
3.43, 3.43, 5.95,nan, -150.64, 2.51
3.43, 3.43, 5.76,nan, -10.76, 2.50
3.43, 3.43, 5.40,nan, 56.49, 2.53
3.43, 3.43, 5.13,nan, 115.67, 2.46
3.43, 3.43, 4.68,nan, 99.53, 2.53
3.43, 3.43, 4.34,nan, 88.77, 2.48
3.43, 3.43, 3.81,nan, 67.25, 2.50
3.43, 3.43, 3.48,nan, 40.35, 2.51
3.43, 3.43, 2.95,nan, -5.38, 2.50
3.43, 3.43, 2.61,nan, -21.52, 2.52
3.43, 3.43, 2.18,nan, -13.45, 2.46
3.43, 3.43, 1.92,nan, -8.07, 2.51
3.79, 3.43, 1.56,nan, -2.69, 2.50
3.79, 3.43, 1.37,nan, 1501.02, 2.50
3.79, 3.44, 1.13,nan, 1363.83, 2.50
3.79, 3.45, 1.01,nan, 901.15, 2.50
3.79, 3.47, 0.94,nan, 575.66, 2.50
3.79, 3.48, 0.96,nan, 368.53, 2.50
3.79, 3.50, 1.06,nan, 247.48, 2.50
3.79, 3.52, 1.18,nan, 174.85, 2.50
3.79, 3.53, 1.41,nan, 131.81, 2.50
3.79, 3.55, 1.61,nan, 96.84, 2.51
3.79, 3.57, 1.97,nan, 72.63, 2.51
3.79, 3.59, 2.23,nan, 67.25, 2.50
3.79, 3.61, 2.66,nan, 61.87, 2.48
3.79, 3.63, 3.00,nan, 48.42, 2.51
3.79, 3.65, 3.50,nan, 45.73, 2.50
3.79, 3.67, 4.00,nan, 45.73, 2.55
3.79, 3.69, 4.34,nan, 43.04, 2.46
3.79, 3.71, 4.65,nan, 34.97, 2.49
3.79, 3.72, 5.08,nan, 43.04, 2.54
3.79, 3.74, 5.32,nan, -18.83, 2.46
2.98, 3.76, 5.68,nan, -594.49, 2.49
2.98, 3.77, 5.88,nan, -2907.89, 2.50
2.98, 3.77, 6.09,nan, -2499.01, 2.50
2.98, 3.77, 6.16,nan, -1635.52, 2.50
2.98, 3.76, 6.12,nan, -1022.20, 2.50
2.98, 3.74, 6.00,nan, -653.67, 2.50
2.98, 3.72, 5.68,nan, -400.81, 2.52
2.98, 3.71, 5.20,nan, -271.69, 2.50
2.98, 3.69, 4.80,nan, -177.54, 2.54
2.98, 3.67, 4.34,nan, -134.50, 2.45
2.98, 3.65, 3.57,nan, -110.29, 2.51
2.98, 3.64, 3.00,nan, -94.15, 2.48
2.98, 3.62, 2.06,nan, -78.01, 2.52
2.98, 3.60, 1.39,nan, -61.87, 2.48
2.98, 3.58, 0.34,nan, -56.49, 2.50
2.98, 3.56, -0.34,nan, -64.56, 2.50
2.98, 3.54, -1.34,nan, -56.49, 2.51
2.98, 3.52, -1.97,nan, -48.42, 2.49
2.98, 3.50, -2.81,nan, -59.18, 2.52
2.98, 3.48, -3.31,nan, -53.80, 2.48
2.80, 3.46, -3.96,nan, -45.73, 2.51
2.80, 3.45, -4.36,nan, -51.11, 2.48
2.80, 3.43, -4.87,nan, -56.49, 2.51
2.80, 3.41, -5.16,nan, -45.73, 2.49
2.80, 3.39, -5.54,nan, -45.73, 2.51
2.80, 3.37, -5.76,nan, -53.80, 2.48
2.80, 3.35, -6.04,nan, -53.80, 2.50
2.80, 3.33, -6.21,nan, -45.73, 2.50
2.80, 3.31, -6.40,nan, -45.73, 2.51
2.80, 3.29, -6.52,nan, -53.80, 2.50
2.80, 3.27, -6.69,nan, -45.73, 2.50
2.80, 3.25, -6.76,nan, -45.73, 2.50
2.80, 3.24, -6.88,nan, -51.11, 2.50
2.80, 3.22, -6.95,nan, -53.80, 2.50
2.80, 3.20, -7.03,nan, -45.73, 2.50
2.80, 3.18, -7.07,nan, -48.42, 2.54
2.80, 3.16, -7.15,nan, -59.18, 2.45
2.80, 3.14, -7.19,nan, -43.04, 2.50
2.80, 3.12, -7.24,nan, -48.42, 2.50
2.80, 3.10, -7.27,nan, -51.11, 2.54
3.24, 3.08, -7.29,nan, -51.11, 2.48
3.24, 3.07, -7.31,nan, 2932.10, 2.50
3.24, 3.07, -7.31,nan, 2768.01, 2.52
3.24, 3.07, -7.27,nan, 1783.47, 2.48
3.24, 3.08, -7.07,nan, 1127.11, 2.49
3.24, 3.10, -6.88,nan, 718.23, 2.50
3.24, 3.11, -6.45,nan, 454.61, 2.49
3.24, 3.13, -6.09,nan, 295.90, 2.49
3.24, 3.14, -5.47,nan, 199.06, 2.50
3.24, 3.16, -4.96,nan, 147.95, 2.54
3.24, 3.18, -4.15,nan, 115.67, 2.51
3.24, 3.20, -3.53,nan, 37.66, 2.45
3.24, 3.22, -2.57,nan, -462.68, 2.55
3.24, 3.23, -1.87,nan, -903.84, 2.47
3.24, 3.24, -0.82,nan, -1070.62, 2.52
3.24, 3.25, 0.17,nan, -1006.06, 2.73
3.24, 3.25, 2.81,nan, 121.05, 15.83
3.24, 3.24, 2.81,nan, 156.02, 1.69
3.24, 3.24, 2.69,nan, -69.94, 3.69
3.24, 3.24, 2.64,nan, -16.14, 1.44
3.24, 3.24, 2.40,nan, 78.01, 2.43
3.24, 3.24, 2.21,nan, 94.15, 2.50
3.24, 3.24, 1.87,nan, 83.39, 2.50
3.24, 3.24, 1.65,nan, 48.42, 2.50
3.24, 3.24, 1.32,nan, 53.80, 2.50
3.24, 3.24, 1.13,nan, 51.11, 2.50
3.24, 3.24, 0.86,nan, -2.69, 2.50
3.24, 3.24, 0.72,nan, -5.38, 2.50
3.24, 3.24, 0.55,nan, 26.90, 2.50
3.24, 3.24, 0.46,nan, -5.38, 2.50
3.24, 3.24, 0.36,nan, -5.38, 2.52
3.24, 3.24, 0.29,nan, -5.38, 2.52
3.24, 3.24, 0.22,nan, -2.69, 2.46
3.24, 3.24, 0.19,nan, -2.69, 2.52
3.24, 3.24, 0.14,nan, -2.69, 2.48
2.47, 3.24, 0.12,nan, 0.00, 2.53
2.47, 3.24, 0.10,nan, -1506.40, 2.49
2.47, 3.23, 0.07,nan, -1404.18, 2.47
2.47, 3.22, 0.00,nan, -936.12, 2.54
2.47, 3.20, -0.05,nan, -602.56, 2.46
2.47, 3.19, -0.22,nan, -400.81, 2.50
2.47, 3.17, -0.36,nan, -266.31, 2.52
2.47, 3.15, -0.62,nan, -177.54, 2.50
2.47, 3.14, -0.84,nan, -134.50, 2.51
2.47, 3.12, -1.22,nan, -115.67, 2.48
2.47, 3.10, -1.51,nan, -91.46, 2.50
2.47, 3.08, -1.97,nan, -72.63, 2.50
2.47, 3.06, -2.28,nan, -64.56, 2.50
2.47, 3.04, -2.81,nan, -69.94, 2.50
2.47, 3.03, -3.17,nan, -56.49, 2.51
2.47, 3.01, -3.69,nan, -53.80, 2.52
2.47, 2.99, -4.05,nan, -59.18, 2.51
2.47, 2.97, -4.53,nan, -59.18, 2.49
2.47, 2.95, -4.84,nan, -48.42, 2.50
2.47, 2.93, -5.25,nan, -53.80, 2.50
3.09, 2.91, -5.49,nan, -59.18, 2.50
3.09, 2.89, -5.80,nan, 2937.48, 2.50
3.09, 2.89, -5.97,nan, 2754.56, 2.50
3.09, 2.90, -6.12,nan, 1788.85, 2.53
3.09, 2.91, -6.12,nan, 1110.97, 2.46
3.09, 2.92, -6.00,nan, 704.78, 2.51
3.09, 2.94, -5.80,nan, 446.54, 2.49
3.09, 2.95, -5.40,nan, 295.90, 2.52
3.09, 2.97, -5.04,nan, 204.44, 2.49
3.09, 2.99, -4.39,nan, 150.64, 2.50
3.09, 3.01, -3.88,nan, 107.60, 2.50
3.09, 3.03, -3.05,nan, 75.32, 2.49
3.09, 3.05, -2.42,nan, 45.73, 2.50
3.09, 3.06, -1.44,nan, -384.67, 2.50
3.09, 3.08, -0.74,nan, -890.39, 2.50
3.09, 3.09, 0.26,nan, -1054.48, 2.50
3.09, 3.10, 0.91,nan, -1059.86, 2.60
3.09, 3.10, 1.75,nan, -863.49, 2.40
3.09, 3.10, 2.21,nan, -629.46, 2.50
3.09, 3.10, 2.76,nan, -392.74, 2.51
3.52, 3.10, 3.02,nan, -145.26, 2.48
3.52, 3.10, 3.26,nan, 1619.38, 2.51
3.52, 3.10, 3.33,nan, 1525.23, 2.50
3.52, 3.12, 3.38,nan, 995.30, 2.53
3.52, 3.13, 3.38,nan, 632.15, 2.49
3.52, 3.15, 3.33,nan, 411.57, 2.49
3.52, 3.16, 3.31,nan, 277.07, 2.47
3.52, 3.18, 3.26,nan, 190.99, 2.55
3.52, 3.20, 3.26,nan, 123.74, 2.46
3.52, 3.22, 3.29,nan, 96.84, 2.55
3.52, 3.24, 3.33,nan, 86.08, 2.45
3.52, 3.26, 3.45,nan, 67.25, 2.50
3.52, 3.27, 3.60,nan, 48.42, 2.54
3.52, 3.29, 3.88,nan, 51.11, 2.46
3.52, 3.31, 4.10,nan, 53.80, 2.48
3.52, 3.33, 4.48,nan, 43.04, 2.52
3.52, 3.35, 4.75,nan, 37.66, 2.49
3.52, 3.37, 5.13,nan, 45.73, 2.50
3.52, 3.39, 5.37,nan, 43.04, 2.50
3.52, 3.41, 5.68,nan, 32.28, 2.50
3.64, 3.43, 5.88,nan, 37.66, 2.50
3.64, 3.45, 6.12,nan, 48.42, 2.50
3.64, 3.47, 6.26,nan, 34.97, 2.50
3.64, 3.48, 6.45,nan, 34.97, 2.55
3.64, 3.50, 6.57,nan, 45.73, 2.50
3.64, 3.52, 6.71,nan, 37.66, 2.46
3.64, 3.54, 6.81,nan, 32.28, 2.49
3.64, 3.56, 6.91,nan, 40.35, 2.51
3.64, 3.58, 6.98,nan, 45.73, 2.54
3.64, 3.60, 7.05,nan, -118.36, 2.45
3.64, 3.62, 7.10,nan, -672.50, 2.50
3.64, 3.63, 7.15,nan, -1049.10, 2.50
3.64, 3.64, 7.17,nan, -1124.42, 2.50
3.64, 3.64, 7.15,nan, -1011.44, 2.55
3.64, 3.65, 7.07,nan, -769.34, 2.45
3.64, 3.65, 6.93,nan, -508.41, 2.50
3.64, 3.65, 6.76,nan, -309.35, 2.58
3.64, 3.64, 6.47,nan, -115.67, 2.44
3.64, 3.64, 6.24,nan, 21.52, 2.50
3.64, 3.64, 5.80,nan, 110.29, 2.54
3.02, 3.64, 5.49,nan, 139.88, 2.45
3.02, 3.64, 4.96,nan, -1401.49, 2.55
3.02, 3.63, 4.60,nan, -1310.03, 2.50
3.02, 3.62, 3.98,nan, -874.25, 2.45
3.02, 3.60, 3.53,nan, -570.28, 2.50
3.02, 3.58, 2.81,nan, -371.22, 2.55
3.02, 3.57, 2.30,nan, -247.48, 2.45
3.02, 3.55, 1.53,nan, -172.16, 2.50
3.02, 3.53, 1.03,nan, -137.19, 2.50
3.02, 3.51, 0.26,nan, -104.91, 2.55
3.02, 3.49, -0.19,nan, -78.01, 2.48
3.02, 3.47, -0.91,nan, -72.63, 2.47
3.02, 3.46, -1.39,nan, -72.63, 2.50
3.02, 3.44, -2.09,nan, -61.87, 2.57
3.02, 3.42, -2.54,nan, -53.80, 2.42
3.02, 3.40, -3.19,nan, -59.18, 2.51
3.02, 3.38, -3.62,nan, -56.49, 2.49
3.02, 3.36, -4.20,nan, -45.73, 2.54
3.02, 3.34, -4.53,nan, -48.42, 2.45
3.02, 3.32, -4.99,nan, -56.49, 2.50
3.48, 3.30, -5.25,nan, -51.11, 2.50
3.48, 3.29, -5.61,nan, 2953.62, 2.51
3.48, 3.28, -5.80,nan, 2741.11, 2.50
3.48, 3.29, -5.95,nan, 1775.40, 2.50
3.48, 3.30, -5.97,nan, 1127.11, 2.49
3.48, 3.31, -5.88,nan, 718.23, 2.55
3.48, 3.33, -5.68,nan, 457.30, 2.46
3.48, 3.35, -5.30,nan, 295.90, 2.50
3.48, 3.37, -4.94,nan, 199.06, 2.52
3.48, 3.38, -4.29,nan, 147.95, 2.47
3.48, 3.40, -3.81,nan, 112.98, 2.50
3.48, 3.42, -2.97,nan, 83.39, 2.50
3.48, 3.44, -2.37,nan, -126.43, 2.50
3.48, 3.46, -1.41,nan, -707.47, 2.50
3.48, 3.47, -0.72,nan, -1073.31, 2.50
3.48, 3.48, 0.26,nan, -1148.63, 2.50
3.48, 3.48, 0.86,nan, -965.71, 2.52
3.48, 3.49, 1.68,nan, -723.61, 2.48
3.48, 3.49, 2.11,nan, -476.13, 2.51
3.48, 3.48, 2.61,nan, -252.86, 2.48
3.40, 3.48, 2.85,nan, -83.39, 2.52
3.40, 3.48, 3.05,nan, -1328.86, 2.49
3.40, 3.47, 3.09,nan, -1242.78, 2.54
3.40, 3.46, 3.02,nan, -823.14, 2.44
3.40, 3.44, 2.88,nan, -408.88, 2.50
3.40, 3.43, 2.52,nan, 285.14, 2.50
3.40, 3.41, 2.18,nan, 731.68, 2.54
3.40, 3.40, 1.61,nan, 909.22, 2.46
3.40, 3.40, 1.22,nan, 909.22, 2.50
3.40, 3.39, 0.60,nan, 742.44, 2.51
3.40, 3.39, 0.24,nan, 532.62, 2.49
3.40, 3.39, -0.26,nan, 336.25, 2.50
3.40, 3.39, -0.55,nan, 147.95, 2.51
3.40, 3.39, -0.91,nan, 26.90, 2.50
3.40, 3.40, -1.10,nan, -91.46, 2.53
3.40, 3.40, -1.32,nan, -110.29, 2.48
3.40, 3.40, -1.41,nan, -107.60, 2.48
3.40, 3.40, -1.46,nan, -69.94, 2.53
3.40, 3.40, -1.44,nan, -43.04, 2.47
3.40, 3.40, -1.32,nan, -24.21, 2.50
3.22, 3.40, -1.22,nan, -56.49, 2.50
3.22, 3.40, -1.03,nan, -1498.33, 2.54
3.22, 3.39, -0.91,nan, -1377.28, 2.50
3.22, 3.38, -0.77,nan, -928.05, 2.46
3.22, 3.37, -0.72,nan, -599.87, 2.50
3.22, 3.35, -0.74,nan, -395.43, 2.51
3.22, 3.33, -0.82,nan, -260.93, 2.50
3.22, 3.31, -0.98,nan, -180.23, 2.57
3.22, 3.29, -1.15,nan, -139.88, 2.43
3.22, 3.28, -1.46,nan, -112.98, 2.52
3.22, 3.26, -1.73,nan, 121.05, 2.51
3.22, 3.24, -2.13,nan, 650.98, 2.49
3.22, 3.23, -2.42,nan, 1016.82, 2.49
3.22, 3.22, -2.88,nan, 1121.73, 2.50
3.22, 3.21, -3.17,nan, 981.85, 2.48
3.22, 3.21, -3.57,nan, 704.78, 2.50
3.22, 3.21, -3.79,nan, 524.55, 2.50
3.22, 3.21, -3.98,nan, 255.55, 2.50
3.22, 3.21, -4.08,nan, 80.70, 2.51
3.22, 3.22, -4.08,nan, -10.76, 2.50
3.27, 3.22, -4.00,nan, -115.67, 2.50
3.27, 3.22, -3.81,nan, 1366.52, 2.50
3.27, 3.23, -3.65,nan, 1089.45, 2.49
3.27, 3.24, -3.26,nan, 338.94, 2.50
3.27, 3.25, -2.97,nan, -180.23, 2.50
3.27, 3.26, -2.45,nan, -527.24, 2.50
3.27, 3.27, -2.06,nan, -659.05, 2.50
3.27, 3.27, -1.49,nan, -637.53, 2.50
3.27, 3.27, -1.13,nan, -540.69, 2.50
3.27, 3.28, -0.62,nan, -400.81, 2.55
3.27, 3.27, -0.34,nan, -266.31, 2.45
3.27, 3.27, 0.02,nan, -118.36, 2.50
3.27, 3.27, 0.22,nan, -5.38, 2.51
3.27, 3.27, 0.48,nan, 61.87, 2.51
3.27, 3.27, 0.60,nan, 94.15, 2.50
3.27, 3.27, 0.74,nan, 67.25, 2.50
3.27, 3.27, 0.79,nan, 43.04, 2.50
3.27, 3.27, 0.82,nan, 83.39, 2.50
